id,task,downloads,likes,tags,description
mradermacher/TreeVGR-7B-CI-GGUF,visual-question-answering,201,1,"transformers, gguf, visual-question-answering, visual-grounding, visual-reasoning, qwen, en, dataset:HaochenWang/TreeBench",static quants of https://huggingface.co/HaochenWang/TreeVGR-7B-CI
shaina/covid_qa_distillBert,question-answering,6767,0,"transformers, pytorch, tensorboard, distilbert, question-answering, generated_from_trainer, dataset:covid_qa_deepset, license:apache-2.0","should probably proofread and complete it, then remove this comment. -->"
antgroup/HumanSense_Omni_Reasoning,video-text-to-text,159,6,"transformers, safetensors, qwen2_5_omni, text-to-audio, video-text-to-text, en, dataset:antgroup/HumanSense_Benchmark, arxiv:2508.10576",&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
aufklarer/WeSpeaker-ResNet34-LM-CoreML,audio-classification,1983,0,"wespeaker-resnet34-lm-coreml, coreml, speaker-embedding, speaker-verification, speaker-diarization, wespeaker, neural-engine, audio-classification",CoreML conversion of [WeSpeaker ResNet34-LM](https://huggingface.co/pyannote/wespeaker-voxceleb-resnet34-LM) for Apple Neural Engine.
okestro-ai-lab/SYMPHONY-ASR,audio-text-to-text,51,2,"transformers, safetensors, symphony, feature-extraction, audio, text-generation, audio-text-to-text, custom_code",* SYMPHONY-ASR is an **Automatic Speech Recognition (ASR)-specialized model** designed for efficient and accurate speech-to-text transcription.
timm/ViT-SO400M-14-SigLIP2,zero-shot-image-classification,19139,1,"open_clip, safetensors, siglip, siglip2, vision, zero-shot-image-classification, dataset:webli, arxiv:2502.14786",A SigLIP 2 Vision-Lanuage model trained on WebLI.
qwertier/ddpm-celebahq-finetuned-butterflies-2epochs,unconditional-image-generation,30,0,"diffusers, safetensors, pytorch, unconditional-image-generation, diffusion-models-class, license:mit, diffusers:DDPMPipeline, region:us",from diffusers import DDPMPipeline
ProsusAI/finbert,text-classification,4557287,1134,"transformers, pytorch, tf, jax, bert, text-classification, financial-sentiment-analysis, sentiment-analysis","FinBERT is a pre-trained NLP model to analyze sentiment of financial text. It is built by further training the BERT language model in the finance domain, using a large financial corpus and thereby fin"
ianpan/bone-age-crop,object-detection,15741,1,"transformers, safetensors, bone_age_crop, feature-extraction, radiology, medical_imaging, bone_age, x_ray",This model crops hand radiographs to better standardize the image input for bone age models.
google/siglip-so400m-patch14-384,zero-shot-image-classification,2139556,669,"transformers, safetensors, siglip, zero-shot-image-classification, vision, arxiv:2303.15343, arxiv:2305.13035, arxiv:2209.06794",SigLIP model pre-trained on WebLi at resolution 384x384. It was introduced in the paper [Sigmoid Loss for Language Image Pre-Training](https://arxiv.org/abs/2303.15343) by Zhai et al. and first releas
DAMO-NLP-SG/VideoLLaMA2.1-7B-16F,video-text-to-text,10151,10,"transformers, safetensors, videollama2_qwen2, text-generation, large video-language model, video-text-to-text, en, dataset:OpenGVLab/VideoChat2-IT",* **[2024.10.15]**  Release checkpoints of [VideoLLaMA2.1-7B-16F-Base](https://huggingface.co/DAMO-NLP-SG/VideoLLaMA2.1-7B-16F-Base) and [VideoLLaMA2.1-7B-16F](https://huggingface.co/DAMO-NLP-SG/Video
cross-encoder/qnli-distilroberta-base,text-ranking,6329,0,"sentence-transformers, pytorch, jax, onnx, safetensors, openvino, roberta, text-classification",This model was trained using [SentenceTransformers](https://sbert.net) [Cross-Encoder](https://www.sbert.net/examples/applications/cross-encoder/README.html) class.
dylanebert/iComMa,text-to-3d,0,0,"text-to-3d, arxiv:2312.09031, region:us",Weights for [iComMa: Inverting 3D Gaussian Splatting for Camera Pose Estimation via Comparing and Matching](https://huggingface.co/papers/2312.09031)
AWeirdDev/human-disease-prediction,tabular-classification,33,2,"sklearn, joblib, tabular-classification, license:mit, model-index, region:us",Try it on [🤗 Spaces](https://huggingface.co/spaces/AWeirdDev/human-disease-prediction)
microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank,token-classification,93590,50,"transformers, safetensors, bert, token-classification, arxiv:2403.12968, license:apache-2.0, endpoints_compatible, region:us","This model was introduced in the paper [**LLMLingua-2: Data Distillation for Efficient and Faithful Task-Agnostic Prompt Compression** (Pan et al, 2024)](https://arxiv.org/abs/2403.12968). It is a [BE"
OrcaDB/gte-base-en-v1.5,sentence-similarity,347077,0,"transformers, safetensors, new, feature-extraction, sentence-transformers, gte, mteb, transformers.js","We introduce `gte-v1.5` series, upgraded `gte` embeddings that support the context length of up to **8192**, while further enhancing model performance."
vismatch/omniglue,keypoint-detection,20,0,"vismatch, image-matching, keypoint-detection, feature-matching, license:apache-2.0, region:us",For usage see https://github.com/gmberton/vismatch
vantagewithai/TurboWan2.2-I2V-A14B-720P-ComfyUI-GGUF,image-to-video,1015,1,"wan2.2, gguf, image-to-video, diffusion, video-generation, turbodiffusion, arxiv:2512.16093, arxiv:2509.24006",**GGUF version of TurboWan2.2-I2V-A14B-720P for ComfyUI.**
Helsinki-NLP/opus-mt-eu-es,translation,53293,1,"transformers, pytorch, tf, marian, text2text-generation, translation, eu, es",*  OPUS readme: [eus-spa](https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eus-spa/README.md)
zhihan1996/DNA_bert_6,fill-mask,113814,23,"transformers, pytorch, bert, fill-mask, biology, genomics, custom_code, endpoints_compatible",
hajar001/stylegan2-ffhq-128,unconditional-image-generation,75,0,"stylegan-pytorch, safetensors, gan, image-generation, model_hub_mixin, pytorch_model_hub_mixin, stylegan, stylegan2",This model has been pushed to the Hub using the [PytorchModelHubMixin](https://huggingface.co/docs/huggingface_hub/package_reference/mixins#huggingface_hub.PyTorchModelHubMixin) integration:
cross-encoder/nli-deberta-v3-base,zero-shot-classification,176084,41,"sentence-transformers, pytorch, onnx, safetensors, deberta-v2, text-classification, transformers, zero-shot-classification",This model was trained using [SentenceTransformers](https://sbert.net) [Cross-Encoder](https://www.sbert.net/examples/applications/cross-encoder/README.html) class. This model is based on [microsoft/d
Blessing988/videomae-base-finetuned-ucf101-subset_500_epochs,video-classification,72,0,"transformers, tensorboard, safetensors, videomae, video-classification, endpoints_compatible, region:us",
Zarcend/AFFIRM-FineTune-25,table-question-answering,3,0,"transformers, pytorch, safetensors, tapas, table-question-answering, license:mit, endpoints_compatible, region:us",
Intel/dpt-beit-large-512,depth-estimation,223,9,"transformers, safetensors, dpt, depth-estimation, vision, arxiv:2103.13413, arxiv:2307.14460, license:mit","Monocular depth estimation, aiming to infer detailed depth from a single image or camera view, finds applications in fields like generative AI, 3D reconstruction, and autonomous driving. However, deri"
mradermacher/Vero-Qwen25-7B-i1-GGUF,reinforcement-learning,5054,0,"transformers, gguf, vero, vision-language-model, multimodal, visual-reasoning, reinforcement-learning, en",weighted/imatrix quants of https://huggingface.co/zlab-princeton/Vero-Qwen25-7B
Raffix/routing_module_action_question_conversation_move_hack_debertav3_nli,zero-shot-classification,6329,0,"transformers, tensorboard, safetensors, deberta-v2, text-classification, zero-shot-classification, en, license:mit",
QuantFactory/TableLLM-13b-GGUF,table-question-answering,620,5,"transformers, gguf, table-question-answering, arxiv:2403.19318, license:llama2, endpoints_compatible, region:us",This is quantized version of [RUCKBReasoning/TableLLM-13b](https://huggingface.co/RUCKBReasoning/TableLLM-13b) created using llama.cpp
Neleac/SpaceTimeGPT,video-text-to-text,74,32,"transformers, pytorch, vision-encoder-decoder, image-text-to-text, video-captioning, video-text-to-text, en, dataset:HuggingFaceM4/vatex","SpaceTimeGPT is a video description generation model capable of spatial and temporal reasoning. Given a video, eight frames are sampled and analyzed by the model. The output is a sentence description "
OpenMed/OpenMed-NER-ChemicalDetect-ModernMed-149M,token-classification,190230,0,"transformers, safetensors, modernbert, token-classification, named-entity-recognition, biomedical-nlp, chemical-entity-recognition, drug-discovery",**Specialized model for Chemical Entity Recognition - Identifies chemical compounds and substances in biomedical literature**
Amos11/ddpm-celebahq-finetuned-butterflies-2epochs,unconditional-image-generation,33,0,"diffusers, safetensors, pytorch, unconditional-image-generation, diffusion-models-class, license:mit, diffusers:DDPMPipeline, region:us",from diffusers import DDPMPipeline
zai-org/GLM-OCR,image-to-text,6864443,1618,"transformers, safetensors, glm_ocr, image-text-to-text, image-to-text, zh, en, fr","👋 Join our <a href=""https://raw.githubusercontent.com/zai-org/GLM-OCR/refs/heads/main/resources/wechat.jpg"" target=""_blank"">WeChat</a> and <a href=""https://discord.gg/QR7SARHRxK"" target=""_blank"">Disco"
timm/swin_base_patch4_window7_224.ms_in22k,image-classification,183005,1,"timm, pytorch, safetensors, image-classification, transformers, dataset:imagenet-22k, arxiv:2103.14030, license:mit",A Swin Transformer image classification model. Pretrained on ImageNet-22k by paper authors.
jingheya/lotus-depth-g-v2-0-disparity,depth-estimation,413,7,"diffusers, safetensors, depth-estimation, arxiv:2409.18124, license:apache-2.0, diffusers:DirectDiffusionY0Pipeline, region:us",- This model belongs to the family of official Lotus models.
timm/resnet50.a1_in1k,image-classification,1626720,41,"timm, pytorch, safetensors, image-classification, transformers, arxiv:2110.00476, arxiv:1512.03385, license:apache-2.0",A ResNet-B image classification model.
professorf/gemma-4-26B-A4B-it-gguf,any-to-any,1769,1,"transformers, gguf, any-to-any, license:apache-2.0, endpoints_compatible, region:us, conversational","Gemma is a family of open models built by Google DeepMind. Gemma 4 models are multimodal, handling text and image input (with audio supported on small models) and generating text output. This release "
unslothai/vram-96,feature-extraction,151275,0,"transformers, safetensors, llama, feature-extraction, arxiv:1910.09700, endpoints_compatible, region:us, deploy:azure",This is the model card of a 🤗 transformers model that has been pushed on the Hub. This model card has been automatically generated.
cmarkea/dit-base-layout-detection,image-segmentation,3040,6,"transformers, safetensors, beit, image-segmentation, dataset:ds4sd/DocLayNet, license:apache-2.0, endpoints_compatible, region:us","We present the model cmarkea/dit-base-layout-detection, which allows extracting different layouts (Text, Picture, Caption, Footnote, etc.) from an image of a document."
OpenMed/OpenMed-NER-DiseaseDetect-SuperClinical-434M,token-classification,106322,6,"transformers, safetensors, deberta-v2, token-classification, named-entity-recognition, biomedical-nlp, disease-entity-recognition, medical-diagnosis",**Specialized model for Disease Entity Recognition - Disease entities from the BC5CDR dataset**
prithivMLmods/Qwen3-VL-4B-Instruct-Unredacted-MAX-GGUF,image-text-to-image,2587,7,"transformers, gguf, qwen3_vl, text-generation-inference, uncensored, abliterated, unfiltered, unredacted","> Qwen3-VL-4B-Instruct-Unredacted-MAX is a sophisticated and unredacted evolution of the original Qwen3-VL-4B-Instruct model, meticulously fine-tuned using advanced abliterated training techniques des"
google/ddpm-ema-church-256,unconditional-image-generation,523,14,"diffusers, pytorch, unconditional-image-generation, arxiv:2006.11239, license:apache-2.0, diffusers:DDPMPipeline, region:us",**Paper**: [Denoising Diffusion Probabilistic Models](https://arxiv.org/abs/2006.11239)
BAAI/bge-base-en,feature-extraction,156975,61,"transformers, pytorch, onnx, safetensors, bert, feature-extraction, mteb, en","**Recommend switching to newest [BAAI/bge-base-en-v1.5](https://huggingface.co/BAAI/bge-base-en-v1.5), which has more reasonable similarity distribution and same method of usage.**"
EvertonSoares/LTX2-Rapid-Merges,image-text-to-video,0,0,"ltx2, t2v, i2v, image-text-to-video, base_model:Lightricks/LTX-2, base_model:finetune:Lightricks/LTX-2, license:other, region:us","**I'm winding down maintaining these models. I recommend checking out the [merging script](https://huggingface.co/Phr00t/LTX2-Rapid-Merges/blob/main/MergingScript/fancy-apply.py) to create your own, a"
mispeech/midashenglm-7b-0804-bf16,audio-text-to-text,164,0,"safetensors, midashenglm, multimodal, audio-language-model, audio, audio-text-to-text, custom_code, en",The bfloat16 (bf16) weights for [mispeech/midashenglm-7b-0804-fp32](https://huggingface.co/mispeech/midashenglm-7b-0804-fp32).
AXERA-TECH/SmolVLM2-500M-Video-Instruct-python,visual-question-answering,55,2,"HuggingFaceTB, SmolVLM2-500M-Video-Instruct, visual-question-answering, en, zh, base_model:HuggingFaceTB/SmolVLM2-500M-Video-Instruct, base_model:finetune:HuggingFaceTB/SmolVLM2-500M-Video-Instruct, license:bsd-3-clause",This version of SmolVLM2-500M-Video-Instruct has been converted to run on the Axera NPU using **w8a16** quantization.
JusperLee/TIGER-speech-tiny,audio-to-audio,108,1,"safetensors, audio, tiny, audio-to-audio, en, arxiv:2410.01469, base_model:JusperLee/TIGER-speech, base_model:finetune:JusperLee/TIGER-speech","> TIGER is a lightweight model for speech separation which effectively extracts key acoustic features through frequency band-split, multi-scale and full-frequency-frame modeling."
mistralai/Voxtral-4B-TTS-2603,text-to-speech,7524,743,"vllm, mistral-common, text-to-speech, en, fr, es, pt, it","Voxtral TTS is a frontier, open-weights text-to-speech model that’s fast, instantly adaptable, and produces lifelike speech for voice agents. The model is released with BF16 weights and a set of refer"
SnJake/Sapsan-VFI,video-to-video,5,0,"pytorch, computer-vision, video, video-frame-interpolation, vfi, video-to-video, comfyui, license:mit","Sapsan-VFI is a **x2 frame interpolation** model for video. It inserts a single middle frame between every input pair, effectively doubling the FPS."
depth-anything/Depth-Anything-V2-Base,depth-estimation,7598,19,"depth-anything-v2, depth, relative depth, depth-estimation, en, arxiv:2406.09414, license:cc-by-nc-4.0, region:us","Depth Anything V2 is trained from 595K synthetic labeled images and 62M+ real unlabeled images, providing the most capable monocular depth estimation (MDE) model with the following features:"
Qwen/Qwen2.5-Coder-32B-Instruct,text-generation,1149847,2000,"transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen","Qwen2.5-Coder is the latest series of Code-Specific Qwen large language models (formerly known as CodeQwen). As of now, Qwen2.5-Coder has covered six mainstream model sizes, 0.5, 1.5, 3, 7, 14, 32 bil"
google-bert/bert-large-uncased,fill-mask,873888,147,"transformers, pytorch, tf, jax, rust, safetensors, bert, fill-mask",Pretrained model on English language using a masked language modeling (MLM) objective. It was introduced in
cnicu/t5-small-booksum,summarization,15687,9,"transformers, pytorch, t5, text2text-generation, summarization, summary, dataset:kmfoda/booksum, license:mit",
jayn7/HunyuanVideo-1.5_T2V_480p-GGUF,text-to-video,961,6,"gguf, text-to-video, video-generation, base_model:tencent/HunyuanVideo-1.5, base_model:quantized:tencent/HunyuanVideo-1.5, region:us",Quantized GGUF versions of the [HunyuanVideo-1.5-T2V-480p](https://huggingface.co/tencent/HunyuanVideo-1.5) by Tencent.
Mungert/LFM2.5-Audio-1.5B-GGUF,audio-to-audio,216,0,"liquid-audio, gguf, liquid, lfm2, audio, lfm2-audio, speech-to-speech, audio-to-audio",This model was generated using [llama.cpp](https://github.com/ggerganov/llama.cpp) at commit [`05fa625ea`](https://github.com/ggerganov/llama.cpp/commit/05fa625eac5bbdbe88b43f857156c35501421d6e).
calcuis/hy3d-gguf,image-to-3d,461,29,"gguf, gguf-node, image-to-3d, en, base_model:tencent/Hunyuan3D-2, base_model:quantized:tencent/Hunyuan3D-2, license:other, region:us",- drag **gguf** to > `./ComfyUI/models/diffusion_models`
mradermacher/Medra4b-vis-ep0.4-GGUF,summarization,414,0,"transformers, gguf, text-generation, medical-ai, summarization, diagnostic-reasoning, gemma-3, fine-tuned",static quants of https://huggingface.co/drwlf/Medra4b-vis-ep0.4
allegro/plt5-small,translation,6505,2,"transformers, pytorch, t5, text2text-generation, T5, translation, summarization, question answering",**plT5** models are T5-based language models trained on Polish corpora. The models were optimized for the original T5 denoising target.
huggingnft/mini-mutants,unconditional-image-generation,36,1,"transformers, huggingnft, nft, huggan, gan, image, images, unconditional-image-generation",All rights belong to their owners. Models and datasets can be removed from the site at the request of the copyright
hfl/chinese-macbert-large,fill-mask,53342,52,"transformers, pytorch, tf, jax, bert, fill-mask, zh, arxiv:2004.13922","This repository contains the resources in our paper **""Revisiting Pre-trained Models for Chinese Natural Language Processing""**, which will be published in ""[Findings of EMNLP](https://2020.emnlp.org)"
google/siglip2-base-patch16-384,zero-shot-image-classification,103575,9,"transformers, safetensors, siglip, vision, zero-shot-image-classification, arxiv:2502.14786, arxiv:2303.15343, arxiv:2209.06794",[SigLIP 2](https://huggingface.co/papers/2502.14786) extends the pretraining objective of
tiiuae/Falcon-Perception,mask-generation,10518,106,"transformers, safetensors, falcon_perception, text-generation, falcon, segmentation, vision-language, open-vocabulary","Falcon Perception is a 0.6B parameter early-fusion vision-language model for open-vocabulary grounding and instance segmentation. Given an image and a natural language query, it returns zero, one, or "
key772003/Wan2.2-Animate-14B-PolarQuant-Q5,video-to-video,9,0,"onnx, safetensors, hlwq, video-to-video, arxiv:2502.02617, arxiv:2603.29078, arxiv:2503.20314, base_model:Wan-AI/Wan2.2-I2V-A14B","> **Naming notice (2026-04-10).** The ""PolarQuant"" technique used in this model is being rebranded to **HLWQ (Hadamard-Lloyd Weight Quantization)**. The change is only the name; the algorithm and the "
city96/Wan2.1-Fun-14B-Control-gguf,text-to-video,671,20,"gguf, text-to-video, video, video-generation, en, zh, base_model:alibaba-pai/Wan2.1-Fun-14B-Control, base_model:quantized:alibaba-pai/Wan2.1-Fun-14B-Control",This is a direct GGUF conversion of [alibaba-pai/Wan2.1-Fun-14B-Control](https://huggingface.co/alibaba-pai/Wan2.1-Fun-14B-Control)
JorisCos/ConvTasNet_Libri2Mix_sepclean_16k,audio-to-audio,1492,4,"asteroid, pytorch, audio, ConvTasNet, audio-to-audio, dataset:Libri2Mix, dataset:sep_clean, license:cc-by-sa-4.0",This model was trained by Joris Cosentino using the librimix recipe in [Asteroid](https://github.com/asteroid-team/asteroid).
naver/DUSt3R_ViTLarge_BaseDecoder_512_linear,image-to-3d,371,0,"dust3r, safetensors, pytorch_model_hub_mixin, model_hub_mixin, image-to-3d, arxiv:2312.14132, region:us","title={DUSt3R: Geometric 3D Vision Made Easy},"
obsxrver/sam3,mask-generation,19,0,"transformers, safetensors, sam3_video, feature-extraction, sam3, mask-generation, en, license:other",> 讓我們以慈心善待一切衆生，拒絕肉食、喫素放生，阿彌陀佛 💛 <br/>
Sharka/CIVQA_LayoutLMv3,document-question-answering,8,0,"transformers, pytorch, layoutlmv3, document-question-answering, Document Question Answering, cs, dataset:fimu-docproc-research/CIVQA-TesseractOCR, license:mit","This is a fine-tuned version of the [LayoutLMv3 model](https://huggingface.co/microsoft/layoutlmv3-base), which was trained on Czech Invoice Visual Question Answering (CIVQA) datasets containing invoi"
sspericorn/Llama-3.1-beginner-PEFT,summarization,306,2,"transformers, gguf, llama, text-generation-inference, unsloth, summarization, en, dataset:abisee/cnn_dailymail",- **Finetuned from model :** unsloth/meta-llama-3.1-8b-bnb-4bit
facebook/sam-vit-large,mask-generation,26715,33,"transformers, pytorch, tf, safetensors, sam, mask-generation, vision, arxiv:2304.02643",1. [Model Details](#model-details)
google-bert/bert-large-uncased-whole-word-masking-finetuned-squad,question-answering,362390,188,"transformers, pytorch, tf, jax, safetensors, bert, question-answering, en",Pretrained model on English language using a masked language modeling (MLM) objective. It was introduced in
depth-anything/Depth-Anything-V2-Large-hf,depth-estimation,152219,30,"transformers, safetensors, depth_anything, depth-estimation, depth, relative depth, arxiv:2406.09414, arxiv:2401.10891","Depth Anything V2 is trained from 595K synthetic labeled images and 62M+ real unlabeled images, providing the most capable monocular depth estimation (MDE) model with the following features:"
OpenMed/OpenMed-NER-GenomeDetect-ElectraMed-560M,token-classification,91793,0,"transformers, safetensors, xlm-roberta, token-classification, named-entity-recognition, biomedical-nlp, gene-recognition, protein-recognition",**Specialized model for Gene/Protein Entity Recognition - Gene and protein mentions**
finiteautomata/bertweet-base-sentiment-analysis,text-classification,111809,192,"transformers, pytorch, tf, roberta, text-classification, sentiment-analysis, en, arxiv:2106.09462",Repository: [https://github.com/finiteautomata/pysentimiento/](https://github.com/finiteautomata/pysentimiento/)
tiantiaf/wavlm-large-voice-quality,audio-classification,963,3,"safetensors, model_hub_mixin, pytorch_model_hub_mixin, audio-classification, en, dataset:ajd12342/paraspeechcaps, arxiv:2505.14648, base_model:microsoft/wavlm-large",This model includes the implementation of voice quality classification described in Vox-Profile: A Speech Foundation Model Benchmark for Characterizing Diverse Speaker and Speech Traits (https://arxiv
chuhac/BiomedCLIP-vit-bert-hf,zero-shot-classification,7157,8,"transformers, pytorch, safetensors, clip, feature-extraction, zero-shot-classification, custom_code, en",1. pure torch and huggingface-based implementation of the original microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224
tiantiaf/voxlect-mandarin-cantonese-dialect-mms-lid-256,audio-classification,24576,1,"transformers, safetensors, model_hub_mixin, pytorch_model_hub_mixin, speaker_dialect_classification, audio-classification, zh, dataset:mozilla-foundation/common_voice_11_0","This model includes the implementation of Mandarin dialect and Cantonese classification described in <a href=""https://arxiv.org/abs/2508.01691""><strong>**Voxlect: A Speech Foundation Model Benchmark f"
Aisha-AI-Official/wan2.2-rough-sex-doggy-style,image-text-to-video,0,6,"lora, nsfw, image-text-to-video, base_model:Wan-AI/Wan2.2-I2V-A14B-Diffusers, base_model:adapter:Wan-AI/Wan2.2-I2V-A14B-Diffusers, region:us","The scene start with a woman posing, then the scene cut to a side view in bedroom interior, one african black man and the same woman in a bed."
depth-anything/Depth-Anything-V2-Large,depth-estimation,98528,154,"depth-anything-v2, depth, relative depth, depth-estimation, en, arxiv:2406.09414, license:cc-by-nc-4.0, region:us","Depth Anything V2 is trained from 595K synthetic labeled images and 62M+ real unlabeled images, providing the most capable monocular depth estimation (MDE) model with the following features:"
guoyww/animatediff-motion-lora-tilt-up,text-to-video,1730,2,"diffusers, safetensors, animatediff, text-to-video, region:us",Motion LoRAs allow adding specific types of motion to your animations.
ditwoo/whisper-tiny-finetuned-gtzan,audio-classification,1568,0,"transformers, pytorch, safetensors, whisper, audio-classification, generated_from_trainer, dataset:marsyas/gtzan, base_model:openai/whisper-tiny","should probably proofread and complete it, then remove this comment. -->"
dell-research-harvard/lt-wikidata-comp-en,sentence-similarity,521948,2,"sentence-transformers, safetensors, mpnet, linktransformer, sentence-similarity, tabular-classification, en, arxiv:2309.00789",This is a [LinkTransformer](https://linktransformer.github.io/) model. At its core this model this is a sentence transformer model [sentence-transformers](https://www.SBERT.net) model- it just wraps a
unsloth/Qwen2.5-Omni-7B-GGUF,any-to-any,8905,64,"transformers, gguf, qwen2_5_omni, multimodal, unsloth, any-to-any, en, arxiv:2503.20215","Qwen2.5-Omni is an end-to-end multimodal model designed to perceive diverse modalities, including text, images, audio, and video, while simultaneously generating text and natural speech responses in a"
Ade26/tapas_test,table-question-answering,6,0,"transformers, safetensors, tapas, table-question-answering, endpoints_compatible, region:us",
MansfieldPlumbing/Demucs_v4_TRT,audio-to-audio,160,2,"tensorrt, onnx, audio, music-source-separation, demucs, htdemucs, stem-separation, windows","**HTDemucs 6-stem, exported to a single-graph ONNX checkpoint and compiled to TensorRT for native Windows inference.**"
MikhailKuz/tmp,document-question-answering,45,0,"transformers, tensorboard, safetensors, layoutlmv2, document-question-answering, generated_from_trainer, base_model:microsoft/layoutlmv2-base-uncased, base_model:finetune:microsoft/layoutlmv2-base-uncased","should probably proofread and complete it, then remove this comment. -->"
kem000123/autotrain-model1-binary-class-1843363194,tabular-classification,4,0,"transformers, joblib, autotrain, tabular, classification, tabular-classification, dataset:kem000123/autotrain-data-model1-binary-class, co2_eq_emissions",- Problem type: Binary Classification
paultltc/colmodernvbert_hf,visual-document-retrieval,345,0,"colpali, safetensors, vidore-experimental, vidore, visual-document-retrieval, en, arxiv:2510.01149, license:mit","This is the model card for `ColModernVBERT`, the late-interaction version of ModernVBERT that is fine-tuned for visual document retrieval tasks, our most performant model on this task."
apple/coreml-sam2.1-baseplus,mask-generation,41,3,"coreml, mask-generation, arxiv:2408.00714, license:apache-2.0, region:us","SAM 2 (Segment Anything in Images and Videos), is a collection of foundation models from FAIR that aim to solve promptable visual segmentation in images and videos. See the [SAM 2 paper](https://arxiv"
google/owlvit-large-patch14,zero-shot-object-detection,12700,29,"transformers, pytorch, owlvit, zero-shot-object-detection, vision, arxiv:2205.06230, license:apache-2.0, region:us",The OWL-ViT (short for Vision Transformer for Open-World Localization) was proposed in [Simple Open-Vocabulary Object Detection with Vision Transformers](https://arxiv.org/abs/2205.06230) by Matthias 
jayn7/WAN2.2-I2V_A14B-DISTILL-LIGHTX2V-4STEP-GGUF,image-to-video,10500,32,"gguf, image-to-video, video-generation, base_model:lightx2v/Wan2.2-Distill-Models, base_model:quantized:lightx2v/Wan2.2-Distill-Models, region:us",Quantized GGUF versions of the [Wan2.2 Distill Models](https://huggingface.co/lightx2v/Wan2.2-Distill-Models) by the LightX2V team.
typeform/mobilebert-uncased-mnli,zero-shot-classification,996,14,"transformers, pytorch, safetensors, mobilebert, text-classification, zero-shot-classification, en, dataset:multi_nli",This model is the Multi-Genre Natural Language Inference (MNLI) fine-turned version of the [uncased MobileBERT model](https://huggingface.co/google/mobilebert-uncased).
vectara/hallucination_evaluation_model,text-classification,79558,348,"transformers, safetensors, HHEMv2Config, text-classification, custom_code, en, arxiv:2205.12854, arxiv:2401.00396","👉 **[Launch Interactive Demo](https://huggingface.co/spaces/vectara/hhem-2.1-open-demo)** - No setup required, runs in your browser"
tencent/Hunyuan3D-2,image-to-3d,82666,1731,"hunyuan3d-2, diffusers, safetensors, image-to-3d, text-to-3d, en, zh, arxiv:2501.12202","[//]: # (  <a href=# target=""_blank""><img src=https://img.shields.io/badge/Report-b5212f.svg?logo=arxiv height=22px></a>)"
deepset/bert-base-cased-squad2,question-answering,50182,21,"transformers, pytorch, jax, safetensors, bert, question-answering, en, dataset:squad_v2",This is a BERT base cased model trained on SQuAD v2
AntonioTH/Layout-finetuned-fr-model-50instances20-100epochs-5e-05lr,document-question-answering,143,0,"transformers, tensorboard, safetensors, layoutlmv2, document-question-answering, generated_from_trainer, base_model:microsoft/layoutxlm-base, base_model:finetune:microsoft/layoutxlm-base","should probably proofread and complete it, then remove this comment. -->"
